Movie_Title,Genre,Year,Budget_Million,Box_Office_Million,IMDb_Rating,Director,Main_Actor,Runtime_Minutes
Movie 339,Comedy,2012,159,208,3.8,Sofia Coppola,Leonardo DiCaprio,80
Movie 340,Thriller,1998,267,522,8.5,James Cameron,Brad Pitt,149
Movie 341,Drama,1990,282,259,5.8,Christopher Nolan,Denzel Washington,179
Movie 342,Romance,1982,148,213,4.6,Martin Scorsese,Denzel Washington,163
Movie 343,Drama,1992,72,301,9.4,Jordan Peele,Natalie Portman,121
Movie 344,Thriller,1997,271,568,8.7,James Cameron,Denzel Washington,172
Movie 345,Sci-Fi,1998,226,793,7.4,Steven Spielberg,Emma Stone,81
Movie 346,Documentary,1985,44,909,7.7,Sofia Coppola,Tom Hanks,109
Movie 347,Romance,2014,55,873,3.6,Steven Spielberg,Natalie Portman,140
Movie 348,Thriller,2005,289,551,5.2,Greta Gerwig,Christian Bale,148
Movie 349,Thriller,1995,275,922,6.3,Sofia Coppola,Leonardo DiCaprio,141
Movie 350,Romance,2020,264,541,3.8,Denis Villeneuve,Leonardo DiCaprio,143
Movie 351,Horror,2006,34,350,6.4,Quentin Tarantino,Brad Pitt,89
Movie 352,Documentary,1985,182,909,5.2,Christopher Nolan,Denzel Washington,157
Movie 353,Action,1986,16,683,6.4,Jordan Peele,Scarlett Johansson,126
Movie 354,Sci-Fi,1995,85,466,5.9,Wes Anderson,Brad Pitt,132
Movie 355,Comedy,2019,62,801,6.5,Greta Gerwig,Leonardo DiCaprio,146
Movie 356,Drama,2005,24,385,5.9,Jordan Peele,Robert Downey Jr.,142
Movie 357,Drama,2005,49,409,4.2,Wes Anderson,Brad Pitt,170
Movie 358,Horror,1995,207,693,5.1,Greta Gerwig,Leonardo DiCaprio,143
Movie 359,Animation,2005,58,879,6.8,Sofia Coppola,Meryl Streep,171
Movie 360,Romance,2016,225,642,8.0,Steven Spielberg,Christian Bale,167
Movie 361,Sci-Fi,2009,126,41,9.0,Martin Scorsese,Emma Stone,86
Movie 362,Romance,2023,115,177,3.9,Denis Villeneuve,Emma Stone,174
Movie 363,Drama,1985,285,875,5.3,Christopher Nolan,Natalie Portman,97
Movie 364,Horror,1994,224,904,4.7,Greta Gerwig,Tom Hanks,148
Movie 365,Sci-Fi,2014,273,644,6.8,Martin Scorsese,Brad Pitt,112
Movie 366,Sci-Fi,2009,121,114,5.7,James Cameron,Emma Stone,159
Movie 367,Sci-Fi,2009,150,14,6.6,Greta Gerwig,Leonardo DiCaprio,75
Movie 368,Thriller,2018,253,649,5.5,Christopher Nolan,Scarlett Johansson,143
Movie 369,Comedy,2019,3,741,6.4,Christopher Nolan,Emma Stone,97
Movie 370,Romance,1993,292,272,7.1,James Cameron,Denzel Washington,129
Movie 371,Sci-Fi,1987,283,881,8.4,Sofia Coppola,Leonardo DiCaprio,80
Movie 372,Romance,1989,129,822,5.7,James Cameron,Denzel Washington,133
Movie 373,Comedy,2001,32,425,5.0,Wes Anderson,Meryl Streep,162
Movie 374,Thriller,2000,3,120,5.3,Quentin Tarantino,Brad Pitt,94
Movie 375,Comedy,2021,225,108,4.0,Quentin Tarantino,Robert Downey Jr.,165
Movie 376,Horror,1995,45,35,5.1,Greta Gerwig,Tom Hanks,119
Movie 377,Animation,1990,143,975,7.6,Sofia Coppola,Robert Downey Jr.,81
Movie 378,Sci-Fi,1999,99,856,4.8,Denis Villeneuve,Leonardo DiCaprio,153
Movie 379,Drama,1995,120,404,8.6,Denis Villeneuve,Emma Stone,85
Movie 380,Documentary,2018,290,114,8.9,Steven Spielberg,Denzel Washington,92
Movie 381,Documentary,2023,43,632,8.0,James Cameron,Christian Bale,123
Movie 382,Documentary,2012,128,44,8.1,Christopher Nolan,Tom Hanks,131
Movie 383,Documentary,1981,43,327,4.5,Martin Scorsese,Scarlett Johansson,143
Movie 384,Thriller,2022,245,528,6.4,Jordan Peele,Robert Downey Jr.,96
Movie 385,Action,2013,168,358,7.3,Wes Anderson,Robert Downey Jr.,145
Movie 386,Sci-Fi,2018,26,754,3.5,Steven Spielberg,Emma Stone,141
Movie 387,Thriller,1994,14,26,8.6,Denis Villeneuve,Denzel Washington,143
Movie 388,Romance,2018,201,474,7.5,Jordan Peele,Scarlett Johansson,153
Movie 389,Animation,2000,122,24,7.6,Sofia Coppola,Emma Stone,96
Movie 390,Horror,2003,244,996,8.1,Christopher Nolan,Meryl Streep,160
Movie 391,Horror,2021,35,767,8.7,Quentin Tarantino,Meryl Streep,84
Movie 392,Animation,2004,110,152,7.7,Steven Spielberg,Leonardo DiCaprio,147
Movie 393,Thriller,1983,87,894,5.1,Jordan Peele,Tom Hanks,141
Movie 394,Thriller,2017,188,839,5.3,Sofia Coppola,Denzel Washington,136
Movie 395,Action,1981,286,304,4.0,Sofia Coppola,Brad Pitt,142
Movie 396,Sci-Fi,2013,62,130,6.7,Sofia Coppola,Robert Downey Jr.,105
Movie 397,Romance,1987,83,307,8.4,Greta Gerwig,Brad Pitt,92
Movie 398,Comedy,1996,230,787,8.1,Martin Scorsese,Brad Pitt,120
Movie 399,Animation,2013,205,652,5.3,Sofia Coppola,Leonardo DiCaprio,116
Movie 400,Documentary,2008,119,446,7.4,Christopher Nolan,Christian Bale,133
Movie 401,Thriller,1980,227,535,4.6,Greta Gerwig,Natalie Portman,110
Movie 402,Documentary,1980,178,406,5.3,James Cameron,Meryl Streep,179
Movie 403,Animation,2014,181,500,5.6,Martin Scorsese,Leonardo DiCaprio,115
Movie 404,Horror,2019,101,262,8.0,Jordan Peele,Tom Hanks,174
Movie 405,Drama,2022,142,514,4.7,Martin Scorsese,Brad Pitt,93
Movie 406,Action,1994,213,268,7.1,Sofia Coppola,Tom Hanks,157
Movie 407,Horror,1993,173,794,5.2,Steven Spielberg,Leonardo DiCaprio,106
Movie 408,Action,2012,33,357,5.2,Wes Anderson,Denzel Washington,119
Movie 409,Drama,1996,111,104,4.1,Quentin Tarantino,Robert Downey Jr.,144
Movie 410,Horror,1988,69,589,4.5,Wes Anderson,Natalie Portman,132
Movie 411,Animation,1996,113,689,3.6,James Cameron,Tom Hanks,144
Movie 412,Thriller,1996,29,730,6.7,Greta Gerwig,Denzel Washington,174
Movie 413,Drama,1981,16,316,5.0,Steven Spielberg,Brad Pitt,170
Movie 414,Documentary,2008,123,888,8.3,Denis Villeneuve,Robert Downey Jr.,155
Movie 415,Action,2023,93,824,7.0,Quentin Tarantino,Leonardo DiCaprio,128
Movie 416,Sci-Fi,1990,3,273,3.9,Jordan Peele,Meryl Streep,151
Movie 417,Animation,1999,201,455,4.9,James Cameron,Denzel Washington,97
Movie 418,Drama,1992,113,79,8.9,Martin Scorsese,Leonardo DiCaprio,95
Movie 419,Documentary,2023,200,429,7.5,Denis Villeneuve,Natalie Portman,85
Movie 420,Action,1998,232,322,7.6,Denis Villeneuve,Natalie Portman,106
Movie 421,Horror,2008,247,276,6.5,Steven Spielberg,Christian Bale,178
Movie 422,Horror,2009,84,422,5.8,Denis Villeneuve,Emma Stone,141
Movie 423,Romance,1990,144,335,9.0,James Cameron,Brad Pitt,94
Movie 424,Comedy,2022,268,729,7.8,Christopher Nolan,Emma Stone,143
Movie 425,Horror,2017,152,619,4.1,Sofia Coppola,Leonardo DiCaprio,143
Movie 426,Documentary,1998,71,102,4.3,Christopher Nolan,Denzel Washington,83
Movie 427,Drama,1994,281,30,8.4,Christopher Nolan,Emma Stone,90
Movie 428,Comedy,1998,265,151,7.8,Martin Scorsese,Meryl Streep,150
Movie 429,Drama,2006,197,958,6.3,Quentin Tarantino,Brad Pitt,92
Movie 430,Documentary,2009,298,376,5.9,Martin Scorsese,Emma Stone,121
Movie 431,Animation,1997,218,287,9.0,Jordan Peele,Tom Hanks,164
Movie 432,Documentary,1991,10,358,4.8,Steven Spielberg,Scarlett Johansson,150
Movie 433,Drama,2012,246,837,8.9,Quentin Tarantino,Natalie Portman,178
Movie 434,Animation,2017,246,389,6.2,Jordan Peele,Leonardo DiCaprio,178
Movie 435,Sci-Fi,1996,29,465,7.1,Greta Gerwig,Natalie Portman,105
Movie 436,Animation,2000,95,461,4.9,Wes Anderson,Scarlett Johansson,97
Movie 437,Thriller,1994,45,39,8.4,Denis Villeneuve,Christian Bale,84
Movie 438,Action,2014,80,541,4.0,James Cameron,Tom Hanks,76
Movie 439,Documentary,1985,61,63,7.0,Christopher Nolan,Meryl Streep,122
Movie 440,Thriller,1988,225,841,5.0,Denis Villeneuve,Leonardo DiCaprio,104
Movie 441,Sci-Fi,1981,46,992,6.0,Quentin Tarantino,Denzel Washington,75
Movie 442,Horror,1987,250,700,7.1,Martin Scorsese,Tom Hanks,162
Movie 443,Comedy,1993,125,123,4.3,Wes Anderson,Natalie Portman,124
Movie 444,Drama,2006,183,49,6.1,Sofia Coppola,Scarlett Johansson,82
Movie 445,Sci-Fi,2023,227,573,7.0,Wes Anderson,Robert Downey Jr.,160
Movie 446,Thriller,2013,194,725,4.8,James Cameron,Scarlett Johansson,125
Movie 447,Thriller,2021,54,586,5.1,Wes Anderson,Emma Stone,149
Movie 448,Animation,2015,41,109,7.9,James Cameron,Scarlett Johansson,78
Movie 449,Thriller,2023,297,103,8.2,Wes Anderson,Emma Stone,131
Movie 450,Romance,2000,244,364,5.5,Christopher Nolan,Emma Stone,133
Movie 451,Comedy,1980,169,792,3.6,Sofia Coppola,Robert Downey Jr.,143
Movie 452,Romance,2001,184,474,6.8,Denis Villeneuve,Denzel Washington,130
Movie 453,Animation,1998,145,623,7.0,Jordan Peele,Tom Hanks,91
Movie 454,Documentary,2003,97,789,5.0,Martin Scorsese,Scarlett Johansson,141
Movie 455,Sci-Fi,2001,28,680,7.4,Wes Anderson,Robert Downey Jr.,169
Movie 456,Action,2001,242,339,8.9,Christopher Nolan,Scarlett Johansson,94
Movie 457,Drama,2010,274,864,6.2,Sofia Coppola,Meryl Streep,82
Movie 458,Comedy,2012,3,359,9.5,Denis Villeneuve,Meryl Streep,112
Movie 459,Comedy,2001,41,418,4.5,Steven Spielberg,Natalie Portman,172
Movie 460,Comedy,2020,261,372,4.9,Jordan Peele,Natalie Portman,125
Movie 461,Horror,2022,36,232,6.8,Wes Anderson,Leonardo DiCaprio,128
Movie 462,Sci-Fi,1988,280,622,7.6,Christopher Nolan,Scarlett Johansson,78
Movie 463,Documentary,2018,291,831,8.3,Jordan Peele,Tom Hanks,150
Movie 464,Documentary,2011,93,719,5.5,Wes Anderson,Natalie Portman,168
Movie 465,Documentary,1981,237,220,5.5,James Cameron,Denzel Washington,101
Movie 466,Comedy,1988,125,323,9.1,Sofia Coppola,Tom Hanks,160
Movie 467,Thriller,2023,285,377,7.9,Martin Scorsese,Denzel Washington,157
Movie 468,Animation,1982,248,936,8.5,Wes Anderson,Meryl Streep,80
Movie 469,Animation,2008,122,887,6.9,Denis Villeneuve,Tom Hanks,128
Movie 470,Sci-Fi,1994,235,848,4.4,James Cameron,Tom Hanks,95
Movie 471,Animation,2005,22,840,7.7,Jordan Peele,Natalie Portman,141
Movie 472,Romance,2017,19,778,9.1,Quentin Tarantino,Scarlett Johansson,86
Movie 473,Thriller,2002,22,33,5.8,Steven Spielberg,Denzel Washington,99
Movie 474,Sci-Fi,2017,5,141,3.7,Christopher Nolan,Meryl Streep,174
Movie 475,Horror,1997,134,752,7.9,Denis Villeneuve,Meryl Streep,150
Movie 476,Thriller,1982,94,284,5.3,Quentin Tarantino,Brad Pitt,99
Movie 477,Comedy,1994,146,962,7.1,Quentin Tarantino,Robert Downey Jr.,151
Movie 478,Sci-Fi,1986,26,878,7.1,Greta Gerwig,Denzel Washington,114
Movie 479,Sci-Fi,1982,181,37,9.0,Denis Villeneuve,Emma Stone,156
Movie 480,Romance,2016,235,940,7.9,Greta Gerwig,Scarlett Johansson,166
Movie 481,Documentary,1988,36,466,8.9,Sofia Coppola,Denzel Washington,128
Movie 482,Drama,2017,57,542,8.0,Denis Villeneuve,Brad Pitt,159
Movie 483,Sci-Fi,2002,159,567,6.0,Steven Spielberg,Natalie Portman,178
Movie 484,Comedy,2017,134,728,8.8,Jordan Peele,Christian Bale,88
Movie 485,Romance,2020,159,716,7.3,Denis Villeneuve,Tom Hanks,145
Movie 486,Drama,1993,119,606,6.2,Greta Gerwig,Denzel Washington,95
Movie 487,Animation,1994,246,906,4.0,Wes Anderson,Christian Bale,129
Movie 488,Sci-Fi,1982,255,319,7.0,Quentin Tarantino,Brad Pitt,171
Movie 489,Animation,1980,140,599,5.6,Greta Gerwig,Christian Bale,86
Movie 490,Sci-Fi,1986,116,211,8.7,Jordan Peele,Leonardo DiCaprio,131
Movie 491,Action,2003,15,277,8.6,Denis Villeneuve,Leonardo DiCaprio,113
Movie 492,Horror,1991,288,264,6.2,James Cameron,Christian Bale,135
Movie 493,Animation,2008,285,664,7.6,James Cameron,Emma Stone,127
Movie 494,Romance,1993,100,127,7.5,Denis Villeneuve,Natalie Portman,90
Movie 495,Horror,2008,179,397,5.7,Sofia Coppola,Christian Bale,93
Movie 496,Comedy,2005,297,10,4.7,Jordan Peele,Christian Bale,87
Movie 497,Comedy,1987,138,795,4.9,Steven Spielberg,Natalie Portman,77
Movie 498,Comedy,1994,189,133,4.8,Sofia Coppola,Denzel Washington,137
Movie 499,Animation,1989,286,873,3.5,Sofia Coppola,Natalie Portman,86
Movie 500,Horror,1997,198,535,8.2,Sofia Coppola,Christian Bale,95
Movie 501,Animation,1996,88,136,5.4,Jordan Peele,Emma Stone,90
Movie 502,Thriller,2010,2,651,6.1,Jordan Peele,Scarlett Johansson,119
Movie 503,Action,1984,145,562,4.4,James Cameron,Tom Hanks,141
Movie 504,Documentary,1989,121,343,7.8,Steven Spielberg,Meryl Streep,165
Movie 505,Thriller,1998,261,695,9.3,Sofia Coppola,Scarlett Johansson,86
Movie 506,Romance,2022,218,864,3.7,Denis Villeneuve,Robert Downey Jr.,80
Movie 507,Thriller,1987,37,753,8.8,Jordan Peele,Brad Pitt,99
Movie 508,Drama,1996,26,618,4.0,Greta Gerwig,Brad Pitt,125
Movie 509,Thriller,1996,171,173,9.2,Jordan Peele,Meryl Streep,178
Movie 510,Sci-Fi,1993,26,962,5.2,James Cameron,Leonardo DiCaprio,157
Movie 511,Thriller,1992,258,597,4.2,Steven Spielberg,Tom Hanks,90
Movie 512,Thriller,2018,17,573,3.7,Greta Gerwig,Natalie Portman,83
Movie 513,Romance,2004,290,839,4.4,Jordan Peele,Scarlett Johansson,86
Movie 514,Sci-Fi,1995,288,707,7.5,James Cameron,Natalie Portman,82
Movie 515,Romance,1998,269,528,7.5,Sofia Coppola,Brad Pitt,81
Movie 516,Thriller,2003,23,824,4.7,Sofia Coppola,Natalie Portman,157
Movie 517,Animation,1981,152,675,9.2,Greta Gerwig,Meryl Streep,106
Movie 518,Thriller,2021,277,754,4.9,Quentin Tarantino,Robert Downey Jr.,85
Movie 519,Documentary,1997,139,880,3.7,Quentin Tarantino,Scarlett Johansson,125
Movie 520,Drama,1997,257,285,8.8,Denis Villeneuve,Leonardo DiCaprio,154
Movie 521,Sci-Fi,2022,296,274,6.5,James Cameron,Denzel Washington,135
Movie 522,Sci-Fi,1980,204,415,5.6,Denis Villeneuve,Emma Stone,86
Movie 523,Romance,1983,146,214,4.3,Wes Anderson,Scarlett Johansson,88
Movie 524,Comedy,1989,256,244,6.4,James Cameron,Emma Stone,87
Movie 525,Romance,1989,278,303,9.1,Christopher Nolan,Christian Bale,178
Movie 526,Animation,2001,248,231,5.3,Sofia Coppola,Tom Hanks,170
Movie 527,Drama,1990,159,467,4.0,Jordan Peele,Emma Stone,126
Movie 528,Action,1985,181,536,9.2,Wes Anderson,Scarlett Johansson,176
Movie 529,Drama,1991,107,914,4.9,Wes Anderson,Brad Pitt,147
Movie 530,Romance,2018,176,325,6.5,Martin Scorsese,Scarlett Johansson,86
Movie 531,Documentary,2014,194,679,5.6,Denis Villeneuve,Meryl Streep,96
Movie 532,Comedy,1985,227,109,7.5,Wes Anderson,Meryl Streep,78
Movie 533,Horror,2013,216,386,6.8,Quentin Tarantino,Robert Downey Jr.,166
Movie 534,Animation,2009,21,547,8.5,Sofia Coppola,Tom Hanks,134
Movie 535,Animation,1993,296,600,8.5,Steven Spielberg,Denzel Washington,91
Movie 536,Thriller,1994,201,347,4.0,Quentin Tarantino,Meryl Streep,102
Movie 537,Thriller,2012,126,844,7.2,Denis Villeneuve,Christian Bale,86
Movie 538,Animation,2004,138,536,4.7,Sofia Coppola,Tom Hanks,160
Movie 539,Comedy,1990,28,96,9.0,Wes Anderson,Robert Downey Jr.,130
Movie 540,Horror,1996,136,184,6.2,Wes Anderson,Emma Stone,93
Movie 541,Comedy,1996,5,940,4.6,Steven Spielberg,Denzel Washington,155
Movie 542,Romance,1992,127,747,5.5,Sofia Coppola,Emma Stone,81
Movie 543,Action,2013,161,533,5.1,Steven Spielberg,Denzel Washington,86
Movie 544,Drama,1995,170,140,4.9,Wes Anderson,Brad Pitt,167
Movie 545,Drama,2002,213,578,7.1,James Cameron,Robert Downey Jr.,120
Movie 546,Documentary,1985,287,324,3.9,Sofia Coppola,Leonardo DiCaprio,127
Movie 547,Romance,1982,190,839,8.6,Jordan Peele,Meryl Streep,112
Movie 548,Sci-Fi,1998,187,968,7.4,Jordan Peele,Denzel Washington,173
Movie 549,Thriller,1985,119,306,7.8,Sofia Coppola,Natalie Portman,115
Movie 550,Sci-Fi,2004,255,375,6.5,Martin Scorsese,Leonardo DiCaprio,113
Movie 551,Romance,2019,227,985,8.1,Greta Gerwig,Natalie Portman,101
Movie 552,Action,1990,110,677,8.6,Martin Scorsese,Scarlett Johansson,77
Movie 553,Documentary,2001,11,702,6.5,Christopher Nolan,Leonardo DiCaprio,176
Movie 554,Thriller,2023,7,873,5.9,Wes Anderson,Christian Bale,164
Movie 555,Romance,1998,69,958,9.2,Wes Anderson,Natalie Portman,88
Movie 556,Animation,1989,212,782,5.2,James Cameron,Christian Bale,163
Movie 557,Sci-Fi,1985,132,805,5.4,Jordan Peele,Tom Hanks,117
Movie 558,Thriller,2021,71,620,8.0,Jordan Peele,Christian Bale,116
Movie 559,Documentary,2004,36,848,6.5,Sofia Coppola,Leonardo DiCaprio,129
Movie 560,Documentary,2008,40,107,7.2,Martin Scorsese,Scarlett Johansson,111
Movie 561,Comedy,2022,242,277,5.2,Wes Anderson,Brad Pitt,177
Movie 562,Animation,2004,92,590,7.4,Quentin Tarantino,Natalie Portman,87
Movie 563,Documentary,1993,118,830,3.7,James Cameron,Scarlett Johansson,144
Movie 564,Thriller,1987,254,380,7.9,Steven Spielberg,Meryl Streep,160
Movie 565,Animation,1981,176,35,9.2,Greta Gerwig,Brad Pitt,147
Movie 566,Drama,1983,46,809,8.3,Christopher Nolan,Robert Downey Jr.,139
Movie 567,Drama,2001,275,260,5.5,Greta Gerwig,Emma Stone,116
Movie 568,Documentary,2010,73,860,7.6,Wes Anderson,Scarlett Johansson,88
Movie 569,Comedy,2006,156,955,9.1,Greta Gerwig,Tom Hanks,106
Movie 570,Documentary,1990,194,33,8.1,Quentin Tarantino,Natalie Portman,158
Movie 571,Drama,2020,3,792,4.2,Greta Gerwig,Denzel Washington,117
Movie 572,Documentary,2016,235,170,7.6,Wes Anderson,Brad Pitt,114
Movie 573,Thriller,1990,20,797,5.1,Denis Villeneuve,Leonardo DiCaprio,156
Movie 574,Thriller,1989,23,440,3.6,Christopher Nolan,Christian Bale,131
Movie 575,Documentary,1994,252,72,8.7,Denis Villeneuve,Meryl Streep,97
Movie 576,Action,2007,134,607,7.9,Quentin Tarantino,Leonardo DiCaprio,134
Movie 577,Documentary,1996,251,610,8.5,Denis Villeneuve,Denzel Washington,159
Movie 578,Romance,2018,6,779,4.9,Quentin Tarantino,Natalie Portman,105
Movie 579,Romance,2008,124,606,4.5,Wes Anderson,Leonardo DiCaprio,89
Movie 580,Action,1989,298,887,6.1,Jordan Peele,Brad Pitt,91
Movie 581,Animation,1994,283,885,5.4,Christopher Nolan,Leonardo DiCaprio,166
Movie 582,Comedy,2023,19,913,7.4,Jordan Peele,Meryl Streep,163
Movie 583,Thriller,2003,121,392,7.1,Sofia Coppola,Denzel Washington,97
Movie 584,Sci-Fi,2014,224,450,8.9,Sofia Coppola,Denzel Washington,177
Movie 585,Comedy,2022,184,550,9.1,Jordan Peele,Brad Pitt,90
Movie 586,Action,2006,190,306,6.7,Quentin Tarantino,Robert Downey Jr.,111
Movie 587,Romance,1986,128,52,6.8,Jordan Peele,Emma Stone,91
Movie 588,Horror,1980,37,170,4.3,Jordan Peele,Emma Stone,99
Movie 589,Action,1992,56,79,9.1,Sofia Coppola,Robert Downey Jr.,165
Movie 590,Thriller,2021,49,583,7.6,Jordan Peele,Denzel Washington,90
Movie 591,Romance,2019,39,539,8.3,Jordan Peele,Emma Stone,122
Movie 592,Thriller,1997,101,331,6.5,Steven Spielberg,Christian Bale,172
Movie 593,Animation,2012,272,122,9.4,Christopher Nolan,Meryl Streep,158
Movie 594,Documentary,1981,71,96,8.2,Martin Scorsese,Meryl Streep,141
Movie 595,Sci-Fi,1983,26,509,7.5,Sofia Coppola,Natalie Portman,176
Movie 596,Sci-Fi,1999,208,808,6.4,Steven Spielberg,Scarlett Johansson,96
Movie 597,Animation,1991,75,746,7.8,Martin Scorsese,Denzel Washington,93
Movie 598,Comedy,2008,78,573,7.7,Christopher Nolan,Leonardo DiCaprio,140
Movie 599,Horror,1992,8,464,7.4,Quentin Tarantino,Denzel Washington,90
Movie 600,Documentary,2017,34,114,6.0,Denis Villeneuve,Leonardo DiCaprio,83
Movie 601,Drama,2023,217,817,4.6,Steven Spielberg,Brad Pitt,134
Movie 602,Documentary,1989,189,367,9.3,Jordan Peele,Natalie Portman,144
Movie 603,Sci-Fi,2002,58,745,6.7,Quentin Tarantino,Leonardo DiCaprio,138
Movie 604,Documentary,1996,222,138,8.4,James Cameron,Tom Hanks,115
Movie 605,Animation,1990,76,143,7.0,Martin Scorsese,Robert Downey Jr.,140
Movie 606,Documentary,2021,286,309,7.9,Martin Scorsese,Denzel Washington,120
Movie 607,Documentary,2014,2,558,3.9,Steven Spielberg,Denzel Washington,178
Movie 608,Animation,1989,214,678,9.0,Christopher Nolan,Christian Bale,128
Movie 609,Documentary,2006,142,821,4.6,Martin Scorsese,Tom Hanks,165
Movie 610,Sci-Fi,2009,261,198,6.6,Quentin Tarantino,Emma Stone,114
Movie 611,Horror,1998,262,488,8.5,Martin Scorsese,Natalie Portman,126
Movie 612,Comedy,2003,102,612,8.5,Christopher Nolan,Christian Bale,151
Movie 613,Romance,2005,257,178,8.1,Quentin Tarantino,Natalie Portman,162
Movie 614,Horror,1999,120,866,9.1,Quentin Tarantino,Leonardo DiCaprio,141
Movie 615,Sci-Fi,1991,191,342,8.5,James Cameron,Scarlett Johansson,105
Movie 616,Documentary,2014,103,626,8.2,Denis Villeneuve,Meryl Streep,82
Movie 617,Drama,2006,36,345,8.3,Jordan Peele,Denzel Washington,102
Movie 618,Documentary,2022,145,17,9.3,James Cameron,Christian Bale,102
Movie 619,Thriller,2008,150,833,5.5,Quentin Tarantino,Christian Bale,147
Movie 620,Action,1999,266,298,4.9,Martin Scorsese,Denzel Washington,151
Movie 621,Animation,1993,180,640,8.6,Sofia Coppola,Denzel Washington,177
Movie 622,Documentary,2022,32,375,5.1,James Cameron,Robert Downey Jr.,159
Movie 623,Action,2019,248,840,5.8,Martin Scorsese,Emma Stone,165
Movie 624,Thriller,1982,116,547,5.0,Jordan Peele,Meryl Streep,117
Movie 625,Thriller,1993,33,489,5.7,Steven Spielberg,Meryl Streep,154
Movie 626,Horror,1993,162,445,5.7,Sofia Coppola,Robert Downey Jr.,92
Movie 627,Comedy,2007,3,981,8.8,Martin Scorsese,Emma Stone,164
Movie 628,Thriller,2020,200,8,7.0,Steven Spielberg,Emma Stone,137
Movie 629,Romance,2014,185,306,6.8,Sofia Coppola,Denzel Washington,112
Movie 630,Action,2016,95,167,7.5,Steven Spielberg,Scarlett Johansson,175
Movie 631,Thriller,2013,160,198,8.5,Greta Gerwig,Christian Bale,105
Movie 632,Sci-Fi,1989,160,518,8.7,Jordan Peele,Brad Pitt,123
Movie 633,Action,2018,77,747,6.1,Christopher Nolan,Natalie Portman,82
Movie 634,Thriller,1999,10,756,7.2,Jordan Peele,Denzel Washington,128
Movie 635,Thriller,2007,77,294,8.8,Christopher Nolan,Tom Hanks,150
Movie 636,Romance,1998,146,262,7.9,Steven Spielberg,Meryl Streep,145
Movie 637,Drama,2003,155,787,7.7,Steven Spielberg,Meryl Streep,99
Movie 638,Action,2021,115,901,7.8,Christopher Nolan,Brad Pitt,92
Movie 639,Romance,1984,287,899,3.9,Denis Villeneuve,Scarlett Johansson,79
Movie 640,Action,1985,104,79,7.7,Steven Spielberg,Meryl Streep,121
Movie 641,Sci-Fi,2022,57,19,6.3,Greta Gerwig,Scarlett Johansson,167
Movie 642,Sci-Fi,1990,159,777,9.3,Martin Scorsese,Meryl Streep,81
Movie 643,Action,2018,198,808,4.4,Steven Spielberg,Natalie Portman,142
Movie 644,Sci-Fi,1988,238,518,4.5,Wes Anderson,Leonardo DiCaprio,177
Movie 645,Documentary,1983,80,430,4.5,James Cameron,Leonardo DiCaprio,105
Movie 646,Documentary,1983,171,243,7.3,Christopher Nolan,Meryl Streep,142
Movie 647,Animation,2008,62,669,6.9,Jordan Peele,Meryl Streep,95
Movie 648,Drama,2009,227,864,5.7,Steven Spielberg,Brad Pitt,150
Movie 649,Action,2009,9,354,9.0,Denis Villeneuve,Emma Stone,149
Movie 650,Animation,2009,233,734,5.0,James Cameron,Meryl Streep,83
Movie 651,Drama,2021,91,950,8.5,Wes Anderson,Emma Stone,121
Movie 652,Sci-Fi,2001,125,850,7.6,Wes Anderson,Robert Downey Jr.,117
Movie 653,Comedy,1992,175,519,8.7,Wes Anderson,Emma Stone,169
Movie 654,Action,1980,134,524,4.4,Christopher Nolan,Denzel Washington,97
Movie 655,Thriller,1983,125,652,7.7,Quentin Tarantino,Emma Stone,149
Movie 656,Documentary,2022,5,194,4.7,Greta Gerwig,Denzel Washington,166
Movie 657,Comedy,2022,79,357,8.7,Wes Anderson,Scarlett Johansson,134
Movie 658,Drama,2005,16,395,6.2,Denis Villeneuve,Tom Hanks,138
